time,mrid,battery,phases,p_a,p_b,p_c,soc
1672537800,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.074541175,0.074541175,0.074541175,19.99832873280529
1672537800,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0029350830000000002,0.0029350830000000002,0.0029350830000000002,19.999918811390337
1672537800,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0014675419999999998,0.0014675419999999998,0.0014675419999999998,19.999939108542762
1672537800,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,0.0,0.0,32.96603563591911
1672537800,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,0.0,0.0,0.0,24.971696363265952
1672538400,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.016712672,0.016712672,0.016712672,19.999678162627088
1672538400,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.000649509,0.000649509,0.000649509,19.99998458315977
1672538400,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.00032475399999999996,0.00032475399999999996,0.00032475399999999996,19.999988437369833
1672538400,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,0.0,0.0,32.96603563591911
1672538400,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,0.0,0.0,0.0,24.971696363265952
1672539000,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.003218374,0.003218374,0.003218374,19.999976530953155
1672539000,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.000123335,0.000123335,0.000123335,19.999998950521842
1672539000,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,6.1667e-05,6.1667e-05,6.1667e-05,19.999999212891392
1672539000,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,0.0,0.0,32.96603563591911
1672539000,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,0.0,0.0,0.0,24.971696363265952
1672539600,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.00023469000000000002,0.00023469000000000002,0.00023469000000000002,20.00001150298414
1672539600,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,8.396e-06,8.396e-06,8.396e-06,20.000000582125768
1672539600,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,4.198e-06,4.198e-06,4.198e-06,20.000000436594345
1672539600,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,0.0,0.0,32.96603563591911
1672539600,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,0.0,0.0,24.971696363265952
1672540200,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,-0.00011502999999999999,-0.00011502999999999999,-0.00011502999999999999,20.000004716636777
1672540200,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,-4.657e-06,-4.657e-06,-4.657e-06,20.000000234500177
1672540200,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,-2.329e-06,-2.329e-06,-2.329e-06,20.000000175875147
1672540200,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-50.0,-50.0,-50.0,27.962146731429105
1672540200,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-33.144642422,-33.144642422,-33.144642422,21.670836180508466
1672540800,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,-4.7166e-05,-4.7166e-05,-4.7166e-05,20.00000130597643
1672540800,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,-1.8760000000000001e-06,-1.8760000000000001e-06,-1.8760000000000001e-06,20.000000064650475
1672540800,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,-9.380000000000001e-07,-9.380000000000001e-07,-9.380000000000001e-07,20.000000048487866
1672540800,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-50.0,-50.0,-50.0,22.7133122162298
1672540800,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-11.138907869999999,-11.138907869999999,-11.138907869999999,20.4289208163309
1672541400,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,-1.306e-05,-1.306e-05,-1.306e-05,20.00000019922751
1672541400,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,-5.17e-07,-5.17e-07,-5.17e-07,20.00000000979918
1672541400,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,-2.5900000000000003e-07,-2.5900000000000003e-07,-2.5900000000000003e-07,20.00000000734939
1672541400,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-18.088748108,-18.088748108,-18.088748108,20.53306169027016
1672541400,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-2.859472109,-2.859472109,-2.859472109,20.056752710076534
1672542000,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,-1.9919999999999997e-06,-1.9919999999999997e-06,-1.9919999999999997e-06,20.000000031472254
1672542000,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,-7.8e-08,-7.8e-08,-7.8e-08,20.000000001536183
1672542000,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,-3.9e-08,-3.9e-08,-3.9e-08,20.000000001152124
1672542000,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-3.553744602,-3.553744602,-3.553744602,20.105262064509716
1672542000,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.37835140100000003,-0.37835140100000003,-0.37835140100000003,20.007317884114144
1672542600,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,-3.15e-07,-3.15e-07,-3.15e-07,20.000000008232206
1672542600,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,-1.2e-08,-1.2e-08,-1.2e-08,20.00000000040105
1672542600,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,-6e-09,-6e-09,-6e-09,20.000000000300776
1672542600,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.701747097,-0.701747097,-0.701747097,20.028869205785455
1672542600,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.048785893999999996,-0.048785893999999996,-0.048785893999999996,20.001806930500415
1672543200,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,-8.2e-08,-8.2e-08,-8.2e-08,20.000000001808814
1672543200,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,-3e-09,-3e-09,-3e-09,20.00000000008802
1672543200,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,-1.9999999999999997e-09,-1.9999999999999997e-09,-1.9999999999999997e-09,20.000000000066002
1672543200,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.19246137200000002,-0.19246137200000002,-0.19246137200000002,20.006515100343737
1672543200,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.012046203,-0.012046203,-0.012046203,20.000382999598042
1672543800,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,-1.8e-08,-1.8e-08,-1.8e-08,20.000000000389026
1672543800,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,-9.999999999999999e-10,-9.999999999999999e-10,-9.999999999999999e-10,20.000000000018925
1672543800,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,-0.0,-0.0,-0.0,20.000000000014186
1672543800,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.043434002,-0.043434002,-0.043434002,20.001423307402735
1672543800,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.002553331,-0.002553331,-0.002553331,20.000080551019515
1672544400,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,-3.9999999999999994e-09,-3.9999999999999994e-09,-3.9999999999999994e-09,20.00000000004859
1672544400,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,-0.0,-0.0,-0.0,20.00000000000237
1672544400,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,-0.0,-0.0,-0.0,20.00000000000178
1672544400,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.009488716,-0.009488716,-0.009488716,20.00018317506904
1672544400,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.000537007,-0.000537007,-0.000537007,20.00000961850273
1672545000,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,-0.0,-0.0,-0.0,20.000000000004505
1672545000,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,-0.0,-0.0,-0.0,20.000000000000227
1672545000,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,-0.0,-0.0,-0.0,20.000000000000163
1672545000,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.001221167,-0.001221167,-0.001221167,20.00001835572541
1672545000,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-6.4123e-05,-6.4123e-05,-6.4123e-05,20.000000778374016
1672545600,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,-0.0,-0.0,-0.0,19.999999999998362
1672545600,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,-0.0,-0.0,-0.0,19.999999999999915
1672545600,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,-0.0,-0.0,-0.0,19.99999999999994
1672545600,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.00012237199999999999,-0.00012237199999999999,-0.00012237199999999999,19.999994347267428
1672545600,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-5.189e-06,-5.189e-06,-5.189e-06,19.99999963162498
1672546200,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999368
1672546200,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999968
1672546200,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999968
1672546200,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,3.7685e-05,3.7685e-05,3.7685e-05,19.99999783224953
1672546200,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,2.456e-06,2.456e-06,2.456e-06,19.999999862065987
1672546800,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999822
1672546800,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672546800,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672546800,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,1.4452e-05,1.4452e-05,1.4452e-05,19.999999373426235
1672546800,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,9.2e-07,9.2e-07,9.2e-07,19.999999960460656
1672547400,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999932
1672547400,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672547400,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672547400,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,4.177e-06,4.177e-06,4.177e-06,19.999999782368782
1672547400,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,2.6400000000000003e-07,2.6400000000000003e-07,2.6400000000000003e-07,19.999999986267827
1672548000,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672548000,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672548000,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672548000,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,1.451e-06,1.451e-06,1.451e-06,19.999999951296378
1672548000,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,9.2e-08,9.2e-08,9.2e-08,19.999999996927123
1672548600,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672548600,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672548600,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672548600,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,3.2499999999999996e-07,3.2499999999999996e-07,3.2499999999999996e-07,19.999999984417762
1672548600,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,2e-08,2e-08,2e-08,19.99999999901688
1672549200,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672549200,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672549200,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672549200,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,1.0399999999999999e-07,1.0399999999999999e-07,1.0399999999999999e-07,19.99999999673499
1672549200,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,7e-09,7e-09,7e-09,19.999999999793996
1672549800,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672549800,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672549800,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672549800,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,2.2e-08,2.2e-08,2.2e-08,20.000000001245752
1672549800,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,9.999999999999999e-10,9.999999999999999e-10,9.999999999999999e-10,20.000000000078586
1672550400,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672550400,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672550400,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672550400,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-7.999999999999999e-09,-7.999999999999999e-09,-7.999999999999999e-09,20.000000000706233
1672550400,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-9.999999999999999e-10,-9.999999999999999e-10,-9.999999999999999e-10,20.00000000004455
1672551000,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672551000,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672551000,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672551000,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-5e-09,-5e-09,-5e-09,20.000000000182762
1672551000,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.000000000011518
1672551600,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672551600,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672551600,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672551600,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-9.999999999999999e-10,-9.999999999999999e-10,-9.999999999999999e-10,20.000000000028578
1672551600,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.00000000000179
1672552200,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672552200,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672552200,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672552200,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.000000000008335
1672552200,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.000000000000526
1672552800,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672552800,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672552800,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672552800,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.00000000000253
1672552800,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.000000000000156
1672553400,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672553400,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672553400,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672553400,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.000000000000803
1672553400,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.000000000000046
1672554000,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672554000,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672554000,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672554000,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.00000000000015
1672554000,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672554600,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672554600,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672554600,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672554600,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672554600,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672555200,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672555200,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672555200,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672555200,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672555200,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672555800,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672555800,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672555800,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672555800,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672555800,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672556400,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672556400,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672556400,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672556400,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672556400,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672557000,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672557000,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672557000,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672557000,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672557000,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672557600,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672557600,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672557600,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672557600,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672557600,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672558200,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672558200,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672558200,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672558200,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672558200,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672558800,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672558800,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672558800,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672558800,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672558800,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672559400,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672559400,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672559400,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672559400,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672559400,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672560000,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672560000,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672560000,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672560000,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672560000,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672560600,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672560600,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672560600,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672560600,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672560600,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672561200,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672561200,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672561200,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672561200,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672561200,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672561800,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
1672561800,_DC88677C-83A6-4B9A-A05F-578B8D5850EB,battery2,ABC,0.0,0.0,0.0,19.999999999999996
1672561800,_76CBB3CE-2D4C-4392-A1CD-AAEBC2AB5FA5,battery3,ABC,0.0,0.0,0.0,19.999999999999996
1672561800,_B42011D9-38A0-4D06-8C84-49836267E66B,battery4,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672561800,_50310945-A608-4A94-98A9-B6E45510F0BF,battery1,ABC,-0.0,-0.0,-0.0,20.00000000000001
1672562400,_5FBE0EB4-B59A-4F56-9CC9-C00AA433006C,battery5,ABC,0.0,0.0,0.0,19.999999999999993
