time,mrid,phase,p,q
1672536780,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,417723.83151,-87544.23525199998
1672536780,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,489245.501838,-49671.334141
1672536840,_903a0e85-6a11-4b8e-82cf-163376df7764,A,565240.882369,-72.238147
1672536840,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,416218.178407,-88473.978231
1672536840,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,487339.68870999996,-50813.905496
1672536900,_903a0e85-6a11-4b8e-82cf-163376df7764,A,565068.015998,-179.47625800000003
1672536900,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,416106.543911,-88542.903507
1672536900,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,487198.69797000004,-50898.76993900001
1672536960,_903a0e85-6a11-4b8e-82cf-163376df7764,A,565128.448962,-141.89070000000004
1672536960,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,416145.57126000006,-88518.80738300002
1672536960,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,487247.870154,-50869.043338
1672537020,_903a0e85-6a11-4b8e-82cf-163376df7764,A,566696.8355209999,830.353875
1672537020,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,417158.427493,-87893.394163
1672537020,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,488530.073755,-50100.546613
1672537080,_903a0e85-6a11-4b8e-82cf-163376df7764,A,565415.1513519998,35.788096
1672537080,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,416330.7196,-88404.490141
1672537080,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,487482.204981,-50728.544518
1672537140,_903a0e85-6a11-4b8e-82cf-163376df7764,A,564706.8227,-403.26113200000003
1672537140,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,415873.291349,-88686.918271
1672537140,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,486903.241277,-51075.64479400001
1672537200,_903a0e85-6a11-4b8e-82cf-163376df7764,A,566960.48137,1018.526949
1672537200,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,417321.79423600005,-87772.20980400001
1672537200,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,488735.80432399997,-49951.876985
1672537262,_903a0e85-6a11-4b8e-82cf-163376df7764,A,530291.03541,1911.520788
1672537262,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,378987.678673,-87521.59883900001
1672537262,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,451073.924379,-49323.703956000005
1672537320,_903a0e85-6a11-4b8e-82cf-163376df7764,A,528248.9533839999,632.8575619999999
1672537320,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,377671.8543049999,-88344.679861
1672537320,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,449410.388428,-50334.91762600001
1672537380,_903a0e85-6a11-4b8e-82cf-163376df7764,A,532196.202272,3110.7904389999994
1672537380,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,380213.619797,-86749.56403299999
1672537380,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,452623.340724,-48375.153217
1672537440,_903a0e85-6a11-4b8e-82cf-163376df7764,A,533526.445756,3961.444874
1672537440,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,381066.0063719999,-86201.93123199999
1672537440,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,453699.819146,-47702.313003
1672537500,_903a0e85-6a11-4b8e-82cf-163376df7764,A,529236.15588,1287.0820130000002
1672537500,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,378297.895907,-87923.29193
1672537500,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,450199.921696,-49817.352339
1672537560,_903a0e85-6a11-4b8e-82cf-163376df7764,A,532671.9644240001,3368.1349380000006
1672537560,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,380531.501538,-86584.181775
1672537560,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,453026.98287,-48171.58242
1672537620,_903a0e85-6a11-4b8e-82cf-163376df7764,A,534408.106247,4442.278933
1672537620,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,381654.041422,-85892.917029
1672537620,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,454446.409889,-47322.023574
1672537680,_903a0e85-6a11-4b8e-82cf-163376df7764,A,538145.234101,6755.38878
1672537680,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,384070.474917,-84404.496181
1672537680,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,457502.353515,-45493.010988
1672537740,_903a0e85-6a11-4b8e-82cf-163376df7764,A,537179.783735,6157.683224000001
1672537740,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,383446.197345,-84789.07521500002
1672537740,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,456712.568675,-45965.434741
1672537800,_903a0e85-6a11-4b8e-82cf-163376df7764,A,536736.336378,5883.184287
1672537800,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,383159.460412,-84965.703528
1672537800,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,456349.998947,-46182.50739299999
1672537860,_903a0e85-6a11-4b8e-82cf-163376df7764,A,536789.662504,5916.225391
1672537860,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,383193.941818,-84944.463465
1672537860,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,456393.578225,-46156.39370300001
1672537920,_903a0e85-6a11-4b8e-82cf-163376df7764,A,538613.9145309998,7045.564596999999
1672537920,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,384373.534697,-84217.78990400002
1672537920,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,457885.4702459999,-45263.50530099999
1672538020,_903a0e85-6a11-4b8e-82cf-163376df7764,A,475882.078584,6048.506513
1672538020,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,320449.05929,-85352.101571
1672538020,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,394430.372233,-46089.19993
1672538040,_903a0e85-6a11-4b8e-82cf-163376df7764,A,477985.75937700004,7344.452053
1672538040,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,321811.71394,-84517.704409
1672538040,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,396151.159138,-45063.088512
1672538100,_903a0e85-6a11-4b8e-82cf-163376df7764,A,476609.281022,6503.272737
1672538100,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,320918.183279,-85059.181661
1672538100,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,395022.077575,-45728.817985
1672538160,_903a0e85-6a11-4b8e-82cf-163376df7764,A,481664.65883400006,9612.021314
1672538160,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,324194.834197,-83058.05380699999
1672538160,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,399161.211644,-43268.41712900001
1672538220,_903a0e85-6a11-4b8e-82cf-163376df7764,A,480914.081217,9149.269205
1672538220,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,323708.611809,-83355.906043
1672538220,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,398546.682957,-43634.419739
1672538280,_903a0e85-6a11-4b8e-82cf-163376df7764,A,478295.274835,7535.165795
1672538280,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,322012.205854,-84394.92622
1672538280,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,396404.027015,-44911.93270500001
1672538340,_903a0e85-6a11-4b8e-82cf-163376df7764,A,477840.10522400006,7254.693474
1672538340,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,321717.364801,-84575.484508
1672538340,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,396031.811035,-45134.03591200001
1672538400,_903a0e85-6a11-4b8e-82cf-163376df7764,A,478884.879836,7898.523919000001
1672538400,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,322394.1329319999,-84161.02159999998
1672538400,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,396886.660603,-44624.464068
1672538460,_903a0e85-6a11-4b8e-82cf-163376df7764,A,481222.156671,9339.202095
1672538460,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,323908.181699,-83233.654644
1672538460,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,398798.968096,-43484.224003
1672538520,_903a0e85-6a11-4b8e-82cf-163376df7764,A,482936.11136099993,10395.984558
1672538520,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,325018.49083499995,-82553.457485
1672538520,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,400201.22534,-42647.840223
1672538580,_903a0e85-6a11-4b8e-82cf-163376df7764,A,487751.062069,13366.228437000002
1672538580,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,328137.815505,-80641.928211
1672538580,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,404141.16524099995,-40297.64287099999
1672538640,_903a0e85-6a11-4b8e-82cf-163376df7764,A,492055.571933,16023.390044999998
1672538640,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,330926.67113599996,-78932.20575799998
1672538640,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,407663.4884760001,-38195.49992200001
1672538700,_903a0e85-6a11-4b8e-82cf-163376df7764,A,496283.750193,18635.096565000003
1672538700,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,333666.270766,-77252.028662
1672538700,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,411123.674366,-36129.766437
1672538760,_903a0e85-6a11-4b8e-82cf-163376df7764,A,495974.46601000003,18443.98292
1672538760,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,333465.86643299996,-77374.960511
1672538760,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,410870.17788500007,-36280.704037
1672538820,_903a0e85-6a11-4b8e-82cf-163376df7764,A,500133.399293,21014.423076
1672538820,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,336160.778022,-75721.603469
1672538820,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,414274.336324,-34248.205016
1672538880,_903a0e85-6a11-4b8e-82cf-163376df7764,A,497516.658067,19396.938731000002
1672538880,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,334465.155617,-76761.961879
1672538880,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,412132.118408,-35526.948191
1672538940,_903a0e85-6a11-4b8e-82cf-163376df7764,A,494576.334415,17580.218534
1672538940,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,332559.945758,-77930.613073
1672538940,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,409725.75713800004,-36963.74377000001
1672539000,_903a0e85-6a11-4b8e-82cf-163376df7764,A,500530.785601,21260.085035000004
1672539000,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,336418.28625,-75563.59062
1672539000,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,414599.19100700004,-34053.733412
1672539060,_903a0e85-6a11-4b8e-82cf-163376df7764,A,503138.809558,22872.901323
1672539060,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,338108.346176,-74526.36416300002
1672539060,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,416734.083742,-32778.700992
1672539120,_903a0e85-6a11-4b8e-82cf-163376df7764,A,504438.52083099994,23676.869216
1672539120,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,338950.616733,-74009.35484500001
1672539120,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,417797.805999,-32143.035743999997
1672539180,_903a0e85-6a11-4b8e-82cf-163376df7764,A,506339.6947030001,24853.176667000003
1672539180,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,340182.695635,-73252.958178
1672539180,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,419354.05449700006,-31213.171666000006
1672539240,_903a0e85-6a11-4b8e-82cf-163376df7764,A,505312.884383,24217.810189
1672539240,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,339517.253429,-73661.504128
1672539240,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,418513.29629699996,-31715.286252
1672539300,_903a0e85-6a11-4b8e-82cf-163376df7764,A,505669.614781,24438.537102
1672539300,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,339748.437484,-73519.573496
1672539300,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,418805.419693,-31540.866263
1672539360,_903a0e85-6a11-4b8e-82cf-163376df7764,A,506766.35457,25117.20487
1672539360,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,340459.203108,-73083.187758
1672539360,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,419703.23011,-31004.424207
1672539420,_903a0e85-6a11-4b8e-82cf-163376df7764,A,507452.207673,25553.229358
1672539420,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,340900.517897,-72802.736768
1672539420,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,420260.053771,-30659.723030000005
1672539480,_903a0e85-6a11-4b8e-82cf-163376df7764,A,503912.490823,23351.442372
1672539480,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,338609.7231,-74218.61651
1672539480,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,417366.81198199996,-32400.07277
1672539540,_903a0e85-6a11-4b8e-82cf-163376df7764,A,501541.009327,21884.732643000003
1672539540,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,337072.925438,-75161.855927
1672539540,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,415425.858636,-33559.744114
1672539600,_903a0e85-6a11-4b8e-82cf-163376df7764,A,500142.411379,21112.442555000005
1672539600,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,336141.203769,-75657.81527599998
1672539600,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,414244.74452,-34170.2532
1672539660,_903a0e85-6a11-4b8e-82cf-163376df7764,A,502749.98746,22750.32338
1672539660,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,337823.986952,-74604.245927
1672539660,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,416369.33284800005,-32875.387566
1672539720,_903a0e85-6a11-4b8e-82cf-163376df7764,A,506547.84355,25051.361533
1672539720,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,340298.549796,-73124.96577800001
1672539720,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,419497.274482,-31056.478199
1672539780,_903a0e85-6a11-4b8e-82cf-163376df7764,A,509827.56474699994,27069.898975
1672539780,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,342427.295022,-71827.233122
1672539780,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,422186.53251,-29461.00213499999
1672539840,_903a0e85-6a11-4b8e-82cf-163376df7764,A,509404.379514,26902.682622
1672539840,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,342127.0131350001,-71933.949828
1672539840,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,421802.3944129999,-29592.774144
1672539900,_903a0e85-6a11-4b8e-82cf-163376df7764,A,506526.293255,25137.41024200001
1672539900,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,340257.294059,-73068.815481
1672539900,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,419439.8396799999,-30987.927622999996
1672539960,_903a0e85-6a11-4b8e-82cf-163376df7764,A,512455.249498,28805.775426000004
1672539960,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,344100.568283,-70710.368651
1672539960,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,424294.50659999996,-28088.737107999998
1672540020,_903a0e85-6a11-4b8e-82cf-163376df7764,A,508903.134922,26539.178919
1672540020,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,341816.745626,-72168.09345799999
1672540020,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,421412.771186,-29880.043971000006
1672540080,_903a0e85-6a11-4b8e-82cf-163376df7764,A,514522.680947,29943.117742
1672540080,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,345479.89404299995,-69980.46625599999
1672540080,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,426043.534347,-27190.292269
1672540140,_903a0e85-6a11-4b8e-82cf-163376df7764,A,512024.145738,28372.266771
1672540140,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,343866.81025199994,-70990.43483599999
1672540140,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,424006.971469,-28431.553560000004
1672540200,_903a0e85-6a11-4b8e-82cf-163376df7764,A,512010.159228,28363.602699
1672540200,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,343857.745226,-70996.001278
1672540200,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,423995.767487,-28438.526528
1672540260,_903a0e85-6a11-4b8e-82cf-163376df7764,A,508782.046581,26364.792287
1672540260,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,341765.549263,-72281.027076
1672540260,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,421352.845172,-30018.078537000005
1672540320,_903a0e85-6a11-4b8e-82cf-163376df7764,A,512183.579914,28471.034055
1672540320,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,343970.1459809999,-70926.951492
1672540320,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,424138.03956,-28353.802544
1672540380,_903a0e85-6a11-4b8e-82cf-163376df7764,A,515318.949147,30413.387548
1672540380,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,346002.349113,-69678.39508
1672540380,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,426704.879415,-26818.946730000003
1672540440,_903a0e85-6a11-4b8e-82cf-163376df7764,A,512049.320285,28387.853996999995
1672540440,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,343883.126647,-70980.412522
1672540440,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,424027.504528,-28419.192668
1672540500,_903a0e85-6a11-4b8e-82cf-163376df7764,A,516029.31521500007,30853.587613000003
1672540500,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,346462.79109,-69395.45583799998
1672540500,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,427286.545294,-26471.179264
1672540560,_903a0e85-6a11-4b8e-82cf-163376df7764,A,517501.722115,31766.140055999997
1672540560,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,347417.186634,-68808.930074
1672540560,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,428491.805487,-25750.054963
1672540620,_903a0e85-6a11-4b8e-82cf-163376df7764,A,517926.78796,32029.618690000003
1672540620,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,347692.713356,-68639.590233
1672540620,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,428839.723745,-25541.838671999998
1672540680,_903a0e85-6a11-4b8e-82cf-163376df7764,A,521589.87136,34300.938048
1672540680,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,350067.199781,-67179.939008
1672540680,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,431839.289495,-23747.746406
1672540740,_903a0e85-6a11-4b8e-82cf-163376df7764,A,517275.206123,31625.713573
1672540740,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,347270.359538,-68899.173333
1672540740,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,428305.78880599997,-25860.691378999996
1672540800,_903a0e85-6a11-4b8e-82cf-163376df7764,A,516229.27872899995,30977.487706999997
1672540800,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,346592.40293300006,-69315.81118500001
1672540800,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,427449.776964,-26373.018985000002
1672540860,_903a0e85-6a11-4b8e-82cf-163376df7764,A,511905.267797,28298.633251
1672540860,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,343789.761112,-71037.766599
1672540860,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,423909.478029,-28489.646867
1672540920,_903a0e85-6a11-4b8e-82cf-163376df7764,A,512948.581068,28944.857431000004
1672540920,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,344465.974514,-70622.356332
1672540920,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,424764.09492,-27979.245101000004
1672540980,_903a0e85-6a11-4b8e-82cf-163376df7764,A,515012.70250699995,30223.624036999998
1672540980,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,345803.849122,-69800.367242
1672540980,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,426454.052401,-26968.830796999995
1672541051,_903a0e85-6a11-4b8e-82cf-163376df7764,A,479041.449027,26268.361338999995
1672541051,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,310814.559756,-72638.636535
1672541051,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,390841.02464,-30155.750531000005
1672541100,_903a0e85-6a11-4b8e-82cf-163376df7764,A,482877.84454399993,28635.755814
1672541100,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,313302.767677,-71115.794497
1672541100,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,393981.321578,-28284.295932999998
1672541160,_903a0e85-6a11-4b8e-82cf-163376df7764,A,486018.038144,30574.672447
1672541160,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,315339.556414,-69868.834614
1672541160,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,396551.911325,-26751.919503999998
1672541220,_903a0e85-6a11-4b8e-82cf-163376df7764,A,482055.015199,28127.819829999997
1672541220,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,312769.083724,-71442.474541
1672541220,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,393307.009738,-28685.347037
1672541280,_903a0e85-6a11-4b8e-82cf-163376df7764,A,480864.723394,27393.209641000005
1672541280,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,311997.077129,-71914.98012800001
1672541280,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,392332.927057,-29266.14772
1672541340,_903a0e85-6a11-4b8e-82cf-163376df7764,A,478796.943061,26117.330780000004
1672541340,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,310655.981472,-72735.679669
1672541340,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,390640.25795999996,-30274.667791999997
1672541400,_903a0e85-6a11-4b8e-82cf-163376df7764,A,483204.734017,28837.554257000003
1672541400,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,313514.789197,-70986.006978
1672541400,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,394248.970907,-28124.832979999996
1672541460,_903a0e85-6a11-4b8e-82cf-163376df7764,A,480326.838418,27061.276161999995
1672541460,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,311648.217842,-72128.485065
1672541460,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,391892.473678,-29528.438517
1672541520,_903a0e85-6a11-4b8e-82cf-163376df7764,A,481352.302144,27694.124169000002
1672541520,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,312313.311726,-71721.43211400001
1672541520,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,392732.256662,-29028.410184
1672541580,_903a0e85-6a11-4b8e-82cf-163376df7764,A,482319.049427,28290.811338000003
1672541580,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,312940.334277,-71337.648475
1672541580,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,393523.617099,-28556.780294
1672541640,_903a0e85-6a11-4b8e-82cf-163376df7764,A,484721.138315,29794.609908
1672541640,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,314492.662449,-70370.314427
1672541640,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,395481.945648,-27368.268628
1672541700,_903a0e85-6a11-4b8e-82cf-163376df7764,A,490719.683135,33532.618119
1672541700,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,318374.814772,-67966.35799800002
1672541700,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,400379.839143,-24414.296481
1672541760,_903a0e85-6a11-4b8e-82cf-163376df7764,A,493571.205885,35256.002607
1672541760,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,320235.343617,-66858.712824
1672541760,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,402730.33657000004,-23053.136343
1672541820,_903a0e85-6a11-4b8e-82cf-163376df7764,A,495250.476714,36280.520063
1672541820,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,321328.522053,-66200.209594
1672541820,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,404110.637623,-22243.820948
1672541880,_903a0e85-6a11-4b8e-82cf-163376df7764,A,504216.998996,41829.524422
1672541880,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,327145.894237,-62633.73891500001
1672541880,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,411452.85655,-17861.492334
1672541940,_903a0e85-6a11-4b8e-82cf-163376df7764,A,506821.31483,43442.659497
1672541940,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,328835.709992,-61597.207814
1672541940,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,413586.072617,-16588.134896
1672542000,_903a0e85-6a11-4b8e-82cf-163376df7764,A,505943.4717560001,42898.842
1672542000,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,328266.111667,-61946.628947
1672542000,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,412866.74334299995,-17017.245511
1672542060,_903a0e85-6a11-4b8e-82cf-163376df7764,A,500981.44858,39826.346189
1672542060,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,325046.60562,-63921.091208
1672542060,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,408803.299225,-19443.311336
1672542120,_903a0e85-6a11-4b8e-82cf-163376df7764,A,502738.860583,40914.280961000004
1672542120,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,326186.834481,-63221.910626
1672542120,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,410242.616509,-18584.310294
1672542180,_903a0e85-6a11-4b8e-82cf-163376df7764,A,506510.095225,43249.863772
1672542180,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,328633.770434,-61721.088557
1672542180,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,413331.31755700003,-16740.411081
1672542240,_903a0e85-6a11-4b8e-82cf-163376df7764,A,506771.074064,43411.52407300001
1672542240,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,328803.110711,-61617.209052
1672542240,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,413544.66275099997,-16612.568975
1672542300,_903a0e85-6a11-4b8e-82cf-163376df7764,A,504605.012707,42069.831393
1672542300,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,327397.653436,-62479.327836
1672542300,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,411770.4500010001,-17671.680212000003
1672542360,_903a0e85-6a11-4b8e-82cf-163376df7764,A,509785.373881,45279.320427
1672542360,_6d82c9d9-5f99-4356-8a8d-acda9cd6f17b,B,330759.037526,-60417.14856099999
1672542360,_971765b5-da69-4ea8-a0cb-d2b9613b8ee3,C,416013.34618,-15138.088358000003
